bin,k,q_squared,t,x_b,W,phi,sigma [nb],sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,D^4_sigma (nb/GeV^4),D4_sigma_stat_plus,D4_sigma_stat_minus,D4_sigma_sys_plus,D4_sigma_sys_minus,Helc_D^4_sigma (nb/GeV^4),Helc_D4_sigma_stat_plus,Helc_D4_sigma_stat_minus,Helc_D4_sigma_sys_plus,Helc_D4_sigma_sys_minus,link
,,2.71E+00,-2.18E-02,4.83E-01,,322.5,,,,,,2.75E-02,2.60E-03,2.60E-03,1.10E-03,-1.20E-03,3.48E-03,2.40E-03,2.40E-03,1.30E-03,-9.30E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,337.5,,,,,,2.85E-02,2.70E-03,2.70E-03,1.30E-03,-1.10E-03,-1.55E-03,2.50E-03,2.50E-03,1.50E-03,-1.40E-03,
,,2.71E+00,-2.18E-02,4.83E-01,,352.5,,,,,,2.63E-02,2.70E-03,2.70E-03,1.50E-03,-1.10E-03,-8.65E-05,2.90E-03,2.90E-03,7.80E-04,-1.30E-03,
,,2.71E+00,-6.43E-02,4.83E-01,,7.5,,,,,,2.55E-02,3.50E-03,3.50E-03,1.80E-03,-2.00E-03,-3.93E-04,3.70E-03,3.70E-03,1.60E-03,-9.70E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,22.5,,,,,,2.75E-02,3.20E-03,3.20E-03,1.10E-03,-2.30E-03,-3.69E-03,3.70E-03,3.70E-03,1.40E-03,-6.80E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,37.5,,,,,,2.57E-02,2.80E-03,2.80E-03,1.20E-03,-8.10E-04,4.04E-03,3.20E-03,3.20E-03,1.00E-03,-1.10E-03,
,,2.71E+00,-6.43E-02,4.83E-01,,52.5,,,,,,2.22E-02,2.50E-03,2.50E-03,1.50E-03,-1.50E-03,3.83E-03,2.80E-03,2.80E-03,5.00E-04,-4.40E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,67.5,,,,,,2.09E-02,2.20E-03,2.20E-03,8.20E-04,-9.00E-04,1.02E-02,2.60E-03,2.60E-03,8.00E-04,-2.60E-03,
,,2.71E+00,-6.43E-02,4.83E-01,,82.5,,,,,,2.04E-02,2.10E-03,2.10E-03,8.00E-04,-6.80E-04,4.78E-03,2.40E-03,2.40E-03,7.40E-04,-9.60E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,97.5,,,,,,1.55E-02,2.00E-03,2.00E-03,1.30E-03,-1.40E-03,6.06E-03,2.30E-03,2.30E-03,1.20E-03,-7.10E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,112.5,,,,,,1.76E-02,2.00E-03,2.00E-03,5.70E-04,-1.40E-03,2.48E-03,2.30E-03,2.30E-03,9.40E-04,-7.10E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,127.5,,,,,,1.63E-02,1.80E-03,1.80E-03,8.90E-04,-7.40E-04,2.93E-03,2.10E-03,2.10E-03,2.80E-04,-1.30E-03,
,,2.71E+00,-6.43E-02,4.83E-01,,142.5,,,,,,1.42E-02,1.70E-03,1.70E-03,1.10E-03,-4.40E-04,2.71E-03,2.00E-03,2.00E-03,1.60E-03,-3.90E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,157.5,,,,,,1.43E-02,1.80E-03,1.80E-03,1.30E-03,-6.60E-04,-1.05E-03,2.00E-03,2.00E-03,1.50E-03,-3.40E-05,
,,2.71E+00,-6.43E-02,4.83E-01,,172.5,,,,,,1.19E-02,1.70E-03,1.70E-03,7.30E-04,-1.60E-03,1.92E-04,2.00E-03,2.00E-03,4.80E-04,-2.60E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,187.5,,,,,,1.64E-02,1.80E-03,1.80E-03,7.00E-04,-1.90E-03,6.91E-03,2.50E-03,2.50E-03,3.50E-04,-7.80E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,202.5,,,,,,1.86E-02,1.90E-03,1.90E-03,2.00E-03,-7.80E-04,-2.90E-04,2.40E-03,2.40E-03,6.30E-04,-7.80E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,217.5,,,,,,1.80E-02,1.90E-03,1.90E-03,6.30E-04,-1.00E-03,-2.24E-03,2.40E-03,2.40E-03,1.20E-03,-1.30E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,232.5,,,,,,1.37E-02,1.90E-03,1.90E-03,1.50E-03,-7.80E-04,-8.01E-03,2.30E-03,2.30E-03,6.70E-04,-8.70E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,247.5,,,,,,1.54E-02,2.00E-03,2.00E-03,5.40E-04,-6.10E-04,7.62E-05,2.40E-03,2.40E-03,6.00E-04,-1.50E-03,
,,2.71E+00,-6.43E-02,4.83E-01,,262.5,,,,,,2.35E-02,2.20E-03,2.20E-03,9.60E-04,-1.00E-03,-6.16E-03,2.60E-03,2.60E-03,1.40E-03,-8.60E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,277.5,,,,,,2.41E-02,2.40E-03,2.40E-03,1.80E-03,-1.70E-03,-1.98E-03,2.80E-03,2.80E-03,9.00E-04,-8.90E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,292.5,,,,,,2.08E-02,2.40E-03,2.40E-03,8.70E-04,-9.10E-04,-2.18E-03,2.90E-03,2.90E-03,9.00E-04,-1.10E-03,
,,2.71E+00,-6.43E-02,4.83E-01,,307.5,,,,,,2.71E-02,2.60E-03,2.60E-03,2.00E-03,-2.10E-03,-3.03E-04,3.20E-03,3.20E-03,1.70E-03,-1.80E-03,
,,2.71E+00,-6.43E-02,4.83E-01,,322.5,,,,,,2.83E-02,2.90E-03,2.90E-03,2.70E-03,-2.00E-03,-5.40E-03,3.50E-03,3.50E-03,3.20E-04,-9.00E-04,
,,2.71E+00,-6.43E-02,4.83E-01,,337.5,,,,,,2.48E-02,3.10E-03,3.10E-03,1.70E-03,-1.10E-03,-5.40E-03,3.70E-03,3.70E-03,2.20E-03,-1.00E-03,
,,2.71E+00,-6.43E-02,4.83E-01,,352.5,,,,,,2.87E-02,3.40E-03,3.40E-03,1.70E-03,-1.00E-03,-3.83E-03,4.60E-03,4.60E-03,4.80E-04,-3.00E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,7.5,,,,,,3.08E-02,6.30E-03,6.30E-03,3.80E-03,-1.40E-03,6.68E-03,6.30E-03,6.30E-03,4.20E-03,-4.50E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,22.5,,,,,,3.10E-02,4.70E-03,4.70E-03,1.60E-03,-1.30E-03,-2.41E-03,5.30E-03,5.30E-03,7.10E-04,-2.70E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,37.5,,,,,,2.36E-02,3.40E-03,3.40E-03,2.30E-03,-9.70E-04,2.74E-03,4.00E-03,4.00E-03,1.60E-03,-6.90E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,52.5,,,,,,2.09E-02,2.60E-03,2.60E-03,7.80E-04,-1.50E-03,3.71E-03,3.00E-03,3.00E-03,7.40E-04,-8.80E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,67.5,,,,,,2.14E-02,2.30E-03,2.30E-03,8.90E-04,-1.30E-03,3.13E-03,2.50E-03,2.50E-03,8.20E-04,-6.20E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,82.5,,,,,,1.83E-02,2.10E-03,2.10E-03,6.80E-04,-1.40E-03,6.58E-03,2.30E-03,2.30E-03,9.60E-04,-9.80E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,97.5,,,,,,1.22E-02,2.00E-03,2.00E-03,5.50E-04,-1.20E-03,-3.14E-04,2.10E-03,2.10E-03,7.00E-04,-5.60E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,112.5,,,,,,1.73E-02,1.90E-03,1.90E-03,1.30E-03,-1.30E-03,3.63E-03,1.90E-03,1.90E-03,6.70E-04,-2.10E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,127.5,,,,,,1.32E-02,1.70E-03,1.70E-03,4.30E-04,-9.40E-04,6.84E-04,1.70E-03,1.70E-03,7.20E-04,-1.70E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,142.5,,,,,,1.19E-02,1.70E-03,1.70E-03,5.00E-04,-7.90E-04,2.58E-03,1.60E-03,1.60E-03,7.40E-04,-9.20E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,157.5,,,,,,1.56E-02,2.00E-03,2.00E-03,1.30E-03,-1.30E-03,8.54E-04,1.80E-03,1.80E-03,9.30E-04,-5.30E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,172.5,,,,,,1.15E-02,1.90E-03,1.90E-03,9.90E-04,-6.40E-04,1.85E-05,1.70E-03,1.70E-03,6.60E-04,-9.30E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,187.5,,,,,,1.41E-02,2.00E-03,2.00E-03,4.40E-04,-1.00E-03,2.04E-03,2.00E-03,2.00E-03,1.00E-04,-1.50E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,202.5,,,,,,1.51E-02,2.00E-03,2.00E-03,7.40E-04,-6.10E-04,-3.01E-04,1.90E-03,1.90E-03,1.70E-03,-2.60E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,217.5,,,,,,1.41E-02,1.90E-03,1.90E-03,5.80E-04,-1.70E-03,1.64E-03,1.80E-03,1.80E-03,5.60E-04,-2.20E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,232.5,,,,,,1.81E-02,2.00E-03,2.00E-03,5.50E-04,-1.00E-03,-3.82E-03,2.00E-03,2.00E-03,2.30E-03,-4.10E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,247.5,,,,,,1.57E-02,2.10E-03,2.10E-03,5.00E-04,-1.20E-03,-2.39E-03,2.00E-03,2.00E-03,6.50E-04,-6.40E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,262.5,,,,,,1.84E-02,2.20E-03,2.20E-03,5.90E-04,-1.10E-03,-1.58E-03,2.30E-03,2.30E-03,6.90E-04,-1.40E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,277.5,,,,,,1.73E-02,2.30E-03,2.30E-03,8.50E-04,-8.60E-04,-3.99E-03,2.50E-03,2.50E-03,5.50E-04,-1.10E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,292.5,,,,,,2.39E-02,2.70E-03,2.70E-03,7.20E-04,-1.70E-03,-5.69E-04,3.00E-03,3.00E-03,1.20E-03,-1.60E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,307.5,,,,,,1.97E-02,2.90E-03,2.90E-03,6.80E-04,-1.10E-03,-1.80E-03,3.40E-03,3.40E-03,3.80E-04,-1.50E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,322.5,,,,,,2.54E-02,3.60E-03,3.60E-03,3.30E-03,-7.60E-04,-5.35E-03,4.20E-03,4.20E-03,2.30E-03,-1.80E-04,
,,2.71E+00,-1.07E-01,4.84E-01,,337.5,,,,,,2.30E-02,4.70E-03,4.70E-03,1.00E-03,-2.10E-03,-5.88E-03,5.40E-03,5.40E-03,1.50E-03,-2.00E-03,
,,2.71E+00,-1.07E-01,4.84E-01,,352.5,,,,,,3.11E-02,5.70E-03,5.70E-03,9.40E-04,-3.60E-03,-2.20E-03,7.00E-03,7.00E-03,4.20E-03,-8.10E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,7.5,,,,,,7.58E-03,1.70E-02,1.70E-02,1.10E-02,-4.90E-03,-3.40E-04,1.90E-03,1.90E-03,9.60E-03,-1.40E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,22.5,,,,,,4.25E-02,9.70E-03,9.70E-03,2.90E-03,-7.40E-03,1.38E-03,4.00E-03,4.00E-03,2.80E-04,-2.80E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,37.5,,,,,,1.27E-02,4.30E-03,4.30E-03,3.10E-03,-1.40E-03,3.21E-03,3.00E-03,3.00E-03,8.10E-04,-2.40E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,52.5,,,,,,1.94E-02,2.90E-03,2.90E-03,6.40E-04,-1.60E-03,-1.58E-03,2.60E-03,2.60E-03,5.60E-04,-3.50E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,67.5,,,,,,1.54E-02,2.40E-03,2.40E-03,1.10E-03,-9.30E-04,2.61E-03,2.40E-03,2.40E-03,6.70E-04,-9.70E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,82.5,,,,,,1.92E-02,2.20E-03,2.20E-03,1.30E-03,-6.70E-04,3.97E-03,2.40E-03,2.40E-03,5.00E-04,-3.90E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,97.5,,,,,,1.50E-02,2.00E-03,2.00E-03,8.20E-04,-1.50E-03,2.62E-03,2.30E-03,2.30E-03,9.10E-04,-1.70E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,112.5,,,,,,1.06E-02,1.80E-03,1.80E-03,1.50E-03,-6.30E-04,4.35E-03,2.00E-03,2.00E-03,1.20E-03,-7.00E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,127.5,,,,,,1.01E-02,1.70E-03,1.70E-03,6.80E-04,-4.70E-04,1.20E-03,2.00E-03,2.00E-03,8.50E-04,-2.40E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,142.5,,,,,,1.15E-02,1.70E-03,1.70E-03,4.40E-04,-6.00E-04,1.25E-04,2.10E-03,2.10E-03,6.10E-04,-4.00E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,157.5,,,,,,1.39E-02,2.00E-03,2.00E-03,6.20E-04,-8.80E-04,2.31E-03,2.30E-03,2.30E-03,6.40E-04,-2.70E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,172.5,,,,,,1.38E-02,2.20E-03,2.20E-03,1.00E-03,-1.10E-03,2.54E-03,2.50E-03,2.50E-03,9.40E-04,-1.20E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,187.5,,,,,,1.62E-02,2.40E-03,2.40E-03,5.40E-04,-1.20E-03,4.81E-03,3.00E-03,3.00E-03,1.10E-03,-1.50E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,202.5,,,,,,1.27E-02,2.10E-03,2.10E-03,9.50E-04,-5.00E-04,-8.90E-03,2.60E-03,2.60E-03,3.70E-04,-2.70E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,217.5,,,,,,1.13E-02,1.90E-03,1.90E-03,1.80E-03,-8.30E-04,-3.44E-03,2.40E-03,2.40E-03,1.20E-03,-1.00E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,232.5,,,,,,1.36E-02,1.90E-03,1.90E-03,5.90E-04,-1.30E-03,1.34E-04,2.30E-03,2.30E-03,1.60E-03,-9.70E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,247.5,,,,,,1.55E-02,2.10E-03,2.10E-03,5.00E-04,-7.80E-04,-3.31E-03,2.40E-03,2.40E-03,3.20E-04,-8.30E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,262.5,,,,,,1.67E-02,2.10E-03,2.10E-03,7.30E-04,-6.20E-04,-4.92E-03,2.60E-03,2.60E-03,6.00E-04,-1.10E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,277.5,,,,,,1.83E-02,2.20E-03,2.20E-03,1.10E-03,-1.20E-03,-6.52E-03,2.60E-03,2.60E-03,1.40E-03,-2.90E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,292.5,,,,,,1.84E-02,2.60E-03,2.60E-03,1.50E-03,-1.40E-03,-5.43E-03,2.80E-03,2.80E-03,8.30E-04,-9.10E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,307.5,,,,,,1.83E-02,3.10E-03,3.10E-03,8.70E-04,-1.60E-03,-1.26E-03,3.00E-03,3.00E-03,1.30E-03,-7.40E-04,
,,2.71E+00,-1.50E-01,4.85E-01,,322.5,,,,,,2.41E-02,4.90E-03,4.90E-03,8.80E-04,-2.90E-03,1.28E-03,3.60E-03,3.60E-03,8.80E-04,-3.40E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,337.5,,,,,,2.06E-02,1.00E-02,1.00E-02,2.70E-03,-2.30E-03,-7.09E-05,4.40E-03,4.40E-03,9.30E-04,-1.20E-03,
,,2.71E+00,-1.50E-01,4.85E-01,,352.5,,,,,,5.08E-02,2.00E-02,2.00E-02,6.20E-03,-9.10E-03,-5.47E-05,3.00E-03,3.00E-03,4.00E-03,-1.20E-02,
,,2.72E+00,-2.10E-01,4.85E-01,,7.5,,,,,,2.03E-01,1.30E-01,1.30E-01,6.20E-03,-1.20E-01,-1.08E-01,1.40E-01,1.40E-01,7.80E-02,-3.60E-02,
,,2.72E+00,-2.10E-01,4.85E-01,,22.5,,,,,,3.54E-02,3.00E-02,3.00E-02,1.70E-02,-1.20E-02,2.15E-02,2.90E-02,2.90E-02,2.20E-02,-3.80E-03,
,,2.72E+00,-2.10E-01,4.85E-01,,37.5,,,,,,2.17E-02,6.80E-03,6.80E-03,1.40E-03,-5.50E-03,4.83E-03,7.40E-03,7.40E-03,3.60E-03,-3.60E-03,
,,2.72E+00,-2.10E-01,4.85E-01,,52.5,,,,,,1.32E-02,2.70E-03,2.70E-03,9.70E-04,-9.50E-04,3.03E-03,3.10E-03,3.10E-03,8.70E-04,-1.30E-03,
,,2.72E+00,-2.10E-01,4.85E-01,,67.5,,,,,,1.21E-02,2.00E-03,2.00E-03,8.40E-04,-8.70E-04,3.43E-03,2.20E-03,2.20E-03,1.30E-03,-9.40E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,82.5,,,,,,1.36E-02,1.70E-03,1.70E-03,5.70E-04,-1.10E-03,1.78E-04,1.90E-03,1.90E-03,4.70E-04,-5.10E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,97.5,,,,,,1.41E-02,1.70E-03,1.70E-03,7.90E-04,-4.40E-04,3.26E-03,1.90E-03,1.90E-03,2.80E-04,-1.20E-03,
,,2.72E+00,-2.10E-01,4.85E-01,,112.5,,,,,,1.37E-02,1.40E-03,1.40E-03,9.10E-04,-4.30E-04,2.78E-03,1.50E-03,1.50E-03,5.90E-04,-5.40E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,127.5,,,,,,7.57E-03,1.20E-03,1.20E-03,5.90E-04,-3.80E-04,7.79E-04,1.30E-03,1.30E-03,6.00E-04,-3.20E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,142.5,,,,,,9.90E-03,1.40E-03,1.40E-03,8.30E-04,-8.60E-04,2.34E-03,1.40E-03,1.40E-03,2.10E-04,-5.60E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,157.5,,,,,,1.28E-02,1.60E-03,1.60E-03,1.10E-03,-6.00E-04,-3.88E-04,1.60E-03,1.60E-03,5.40E-04,-4.40E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,172.5,,,,,,1.84E-02,2.20E-03,2.20E-03,1.00E-03,-1.30E-03,5.87E-03,2.00E-03,2.00E-03,6.80E-04,-1.40E-03,
,,2.72E+00,-2.10E-01,4.85E-01,,187.5,,,,,,2.06E-02,2.20E-03,2.20E-03,1.20E-03,-1.80E-03,-9.22E-04,2.20E-03,2.20E-03,6.40E-04,-6.30E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,202.5,,,,,,1.45E-02,1.80E-03,1.80E-03,5.10E-04,-1.20E-03,8.83E-04,1.70E-03,1.70E-03,9.20E-04,-2.10E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,217.5,,,,,,1.03E-02,1.50E-03,1.50E-03,7.50E-04,-3.20E-04,-5.08E-04,1.50E-03,1.50E-03,1.70E-04,-5.00E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,232.5,,,,,,1.34E-02,1.60E-03,1.60E-03,4.60E-04,-1.10E-03,-5.29E-04,1.60E-03,1.60E-03,4.80E-04,-4.10E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,247.5,,,,,,1.23E-02,1.50E-03,1.50E-03,5.60E-04,-4.80E-04,-9.66E-04,1.60E-03,1.60E-03,8.80E-04,-3.70E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,262.5,,,,,,1.04E-02,1.40E-03,1.40E-03,1.50E-03,-3.60E-04,-6.10E-03,1.60E-03,1.60E-03,4.00E-04,-8.30E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,277.5,,,,,,1.72E-02,1.70E-03,1.70E-03,8.10E-04,-6.70E-04,-3.67E-03,2.00E-03,2.00E-03,4.60E-04,-3.00E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,292.5,,,,,,1.91E-02,2.10E-03,2.10E-03,1.20E-03,-5.80E-04,-7.73E-03,2.40E-03,2.40E-03,1.60E-03,-6.00E-04,
,,2.72E+00,-2.10E-01,4.85E-01,,307.5,,,,,,1.66E-02,3.40E-03,3.40E-03,1.90E-03,-1.10E-03,-4.17E-03,3.90E-03,3.90E-03,1.70E-03,-1.70E-03,
,,2.72E+00,-2.10E-01,4.85E-01,,322.5,,,,,,8.07E-03,7.20E-03,7.20E-03,6.30E-03,-3.00E-03,-1.44E-02,7.90E-03,7.90E-03,4.60E-03,-7.40E-03,
,,2.72E+00,-2.10E-01,4.85E-01,,337.5,,,,,,-2.32E-02,3.80E-02,3.80E-02,3.80E-02,-3.00E-03,-2.32E-02,3.80E-02,3.80E-02,1.60E-02,-2.70E-02,
,,2.72E+00,-2.10E-01,4.85E-01,,352.5,,,,,,-9.06E-02,9.10E-02,9.10E-02,8.80E-02,-6.90E-02,-6.48E-03,1.20E-01,1.20E-01,5.30E-02,-2.30E-01,
,,4.50E+00,-3.13E-02,4.97E-01,,7.5,,,,,,3.38E-03,2.20E-04,2.20E-04,1.10E-04,-1.40E-04,2.22E-05,3.20E-04,3.20E-04,4.00E-05,-2.40E-04,
,,4.50E+00,-3.13E-02,4.97E-01,,22.5,,,,,,3.57E-03,2.30E-04,2.30E-04,1.70E-04,-1.50E-04,5.43E-04,3.10E-04,3.10E-04,1.20E-04,-3.50E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,37.5,,,,,,3.28E-03,2.10E-04,2.10E-04,1.30E-04,-1.20E-04,1.54E-04,2.70E-04,2.70E-04,1.40E-04,-1.70E-04,
,,4.50E+00,-3.13E-02,4.97E-01,,52.5,,,,,,3.43E-03,2.10E-04,2.10E-04,2.00E-04,-1.20E-04,-1.76E-05,2.60E-04,2.60E-04,1.50E-04,-4.00E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,67.5,,,,,,3.26E-03,2.00E-04,2.00E-04,1.50E-04,-1.10E-04,2.44E-04,2.40E-04,2.40E-04,8.00E-05,-1.10E-04,
,,4.50E+00,-3.13E-02,4.97E-01,,82.5,,,,,,3.46E-03,2.00E-04,2.00E-04,1.30E-04,-1.70E-04,5.09E-04,2.50E-04,2.50E-04,7.20E-05,-9.10E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,97.5,,,,,,3.02E-03,2.00E-04,2.00E-04,1.70E-04,-1.40E-04,4.94E-04,2.40E-04,2.40E-04,1.00E-04,-3.40E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,112.5,,,,,,3.02E-03,1.90E-04,1.90E-04,1.70E-04,-1.30E-04,3.39E-04,2.20E-04,2.20E-04,8.10E-05,-6.10E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,127.5,,,,,,3.07E-03,1.90E-04,1.90E-04,9.20E-05,-1.70E-04,2.74E-04,2.30E-04,2.30E-04,2.20E-04,-6.10E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,142.5,,,,,,2.91E-03,1.90E-04,1.90E-04,9.20E-05,-1.10E-04,1.66E-04,2.20E-04,2.20E-04,5.00E-05,-1.30E-04,
,,4.50E+00,-3.13E-02,4.97E-01,,157.5,,,,,,2.79E-03,1.90E-04,1.90E-04,1.40E-04,-1.20E-04,-1.69E-04,2.20E-04,2.20E-04,5.00E-05,-5.00E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,172.5,,,,,,2.62E-03,1.80E-04,1.80E-04,1.10E-04,-8.80E-05,-3.02E-04,2.30E-04,2.30E-04,1.20E-04,-4.10E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,187.5,,,,,,2.92E-03,1.90E-04,1.90E-04,1.70E-04,-1.40E-04,-8.39E-05,2.00E-04,2.00E-04,1.00E-04,-7.00E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,202.5,,,,,,3.14E-03,2.00E-04,2.00E-04,1.30E-04,-1.40E-04,-1.82E-04,2.20E-04,2.20E-04,8.00E-05,-8.00E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,217.5,,,,,,2.59E-03,1.90E-04,1.90E-04,1.20E-04,-9.80E-05,3.22E-06,2.10E-04,2.10E-04,5.00E-05,-9.00E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,232.5,,,,,,2.53E-03,1.80E-04,1.80E-04,9.10E-05,-1.30E-04,-3.91E-04,2.10E-04,2.10E-04,7.10E-05,-3.30E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,247.5,,,,,,3.00E-03,2.00E-04,2.00E-04,1.50E-04,-1.20E-04,-4.67E-04,2.30E-04,2.30E-04,7.20E-05,-8.10E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,262.5,,,,,,3.41E-03,2.10E-04,2.10E-04,1.70E-04,-1.60E-04,-7.40E-04,2.40E-04,2.40E-04,4.60E-05,-9.30E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,277.5,,,,,,3.27E-03,2.00E-04,2.00E-04,1.10E-04,-1.30E-04,-6.00E-04,2.40E-04,2.40E-04,5.40E-05,-1.30E-04,
,,4.50E+00,-3.13E-02,4.97E-01,,292.5,,,,,,3.70E-03,2.10E-04,2.10E-04,1.60E-04,-1.40E-04,-5.46E-04,2.50E-04,2.50E-04,8.20E-05,-8.20E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,307.5,,,,,,2.96E-03,1.90E-04,1.90E-04,1.00E-04,-1.30E-04,-4.21E-04,2.40E-04,2.40E-04,1.10E-04,-6.10E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,322.5,,,,,,3.29E-03,2.00E-04,2.00E-04,1.60E-04,-1.10E-04,-6.26E-04,2.50E-04,2.50E-04,1.10E-04,-3.60E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,337.5,,,,,,3.35E-03,2.20E-04,2.20E-04,1.60E-04,-1.30E-04,7.69E-05,2.60E-04,2.60E-04,3.00E-05,-6.00E-05,
,,4.50E+00,-3.13E-02,4.97E-01,,352.5,,,,,,3.54E-03,2.20E-04,2.20E-04,1.80E-04,-1.10E-04,-7.16E-05,2.60E-04,2.60E-04,2.00E-05,-9.00E-05,
,,4.53E+00,-9.26E-02,5.01E-01,,7.5,,,,,,2.37E-03,2.90E-04,2.90E-04,1.10E-04,-1.50E-04,3.50E-04,3.20E-04,3.20E-04,2.30E-05,-6.10E-05,
,,4.53E+00,-9.26E-02,5.01E-01,,22.5,,,,,,2.61E-03,2.70E-04,2.70E-04,1.40E-04,-1.10E-04,2.35E-04,2.80E-04,2.80E-04,5.10E-05,-1.80E-04,
,,4.53E+00,-9.26E-02,5.01E-01,,37.5,,,,,,3.07E-03,2.50E-04,2.50E-04,1.00E-04,-1.20E-04,2.10E-04,2.80E-04,2.80E-04,4.10E-05,-1.70E-04,
,,4.53E+00,-9.26E-02,5.01E-01,,52.5,,,,,,2.71E-03,2.10E-04,2.10E-04,1.10E-04,-1.60E-04,5.64E-04,2.40E-04,2.40E-04,5.30E-05,-1.80E-04,
,,4.53E+00,-9.26E-02,5.01E-01,,67.5,,,,,,2.39E-03,1.80E-04,1.80E-04,1.20E-04,-8.20E-05,7.84E-04,2.20E-04,2.20E-04,2.70E-05,-7.40E-05,
